st_loc,building_typology,0
SUTHERLAND RD,Multi-Family (4-6 units),5
SUTHERLAND RD,Multi-Family (7-30 units),7
SUTHERLAND RD,Retail,2
SUTHERLAND RD,Single-Family,2
SUTTON ST,Multi-Family (2 units),1
SUTTON ST,Multi-Family (3 units),10
SUTTON ST,Multi-Family (4-6 units),1
SUTTON ST,Vacant,2
SWALLOW ST,Multi-Family (2 units),3
SWALLOW ST,Multi-Family (3 units),6
SWALLOW ST,Vacant,1
SWAN AV,Multi-Family (2 units),8
SWAN AV,Single-Family,5
SWAN AV,Vacant,4
SWAN CT,Multi-Family (3 units),1
SWAN CT,Vacant,1
SWAN ST,Multi-Family (2 units),1
SWAN ST,Single-Family,3
SWIFT ST,Office,1
SWIFT TE,Multi-Family (3 units),2
SWIFT TE,Single-Family,6
SYCAMORE ST,Multi-Family (2 units),15
SYCAMORE ST,Multi-Family (3 units),7
SYCAMORE ST,Office,1
SYCAMORE ST,Single-Family,42
SYCAMORE ST,Vacant,3
SYDNEY ST,Multi-Family (2 units),17
SYDNEY ST,Multi-Family (3 units),22
SYDNEY ST,Multi-Family (4-6 units),2
SYDNEY ST,Office,5
SYDNEY ST,Residential (Mixed-Use),1
SYDNEY ST,Single-Family,30
SYDNEY ST,Vacant,11
SYLVESTER RD,Multi-Family (2 units),3
SYLVESTER RD,Multi-Family (3 units),1
SYLVESTER RD,Multi-Family (4-6 units),1
SYLVESTER RD,Single-Family,9
SYLVESTER RD,Vacant,1
SYLVIA ST,Multi-Family (3 units),1
SYMMES ST,Convention/Assembly,1
SYMMES ST,Multi-Family (2 units),10
SYMMES ST,Multi-Family (3 units),2
SYMMES ST,Single-Family,6
SYMMES ST,Vacant,1
SYMPHONY RD,Multi-Family (3 units),1
SYMPHONY RD,Multi-Family (31-99 units),2
SYMPHONY RD,Multi-Family (4-6 units),13
SYMPHONY RD,Multi-Family (7-30 units),9
SYMPHONY RD,Office,3
SYMPHONY RD,Single-Family,3
TABER ST,Garage,1
TABER ST,Vacant,2
TACOMA ST,Single-Family,40
TACOMA ST,Vacant,4
TAFT CT,Garage,2
TAFT ST,Multi-Family (3 units),22
TAFTHILL PK,Multi-Family (2 units),1
TAFTHILL PK,Office,1
TAFTHILL TE,Multi-Family (2 units),3
TAFTHILL TE,Multi-Family (3 units),1
TAFTHILL TE,Multi-Family (4-6 units),1
TAFTHILL TE,Single-Family,1
TAFTHILL TE,Vacant,2
TAFTS AV,Vacant,1
TAI TUNG ST,Vacant,1
TALBOT AV,Convention/Assembly,1
TALBOT AV,Multi-Family (2 units),3
TALBOT AV,Multi-Family (3 units),34
TALBOT AV,Multi-Family (4-6 units),4
TALBOT AV,Multi-Family (7-30 units),1
TALBOT AV,Multi-Family (>= 100 units),1
TALBOT AV,Office,3
TALBOT AV,Residential (Mixed-Use),9
TALBOT AV,Restaurant,1
TALBOT AV,Retail,3
TALBOT AV,School,1
TALBOT AV,Single-Family,14
TALBOT AV,Vacant,18
TALBOT AV,Warehouse,5
TALBOT AV,Worship,1
TALBOT PL,Vacant,2
TAMPA ST,Multi-Family (2 units),4
TAMPA ST,Multi-Family (7-30 units),1
TAMPA ST,Office,1
TAMPA ST,Single-Family,16
TAMPA ST,Vacant,2
TANGLEWOOD RD,Multi-Family (2 units),1
TANGLEWOOD RD,Multi-Family (4-6 units),1
TANGLEWOOD RD,Vacant,1
TAPPAN ST,Multi-Family (2 units),3
TAPPAN ST,Single-Family,10
TARLETON RD,Multi-Family (2 units),2
TARLETON RD,Single-Family,6
TARLETON RD,Vacant,1
TAUNTON AV,Multi-Family (2 units),5
TAUNTON AV,Single-Family,56
TAUNTON AV,Vacant,8
TAVERN RD,School,1
TAYLOR ST,Multi-Family (2 units),1
TAYLOR ST,Office,3
TAYLOR ST,Single-Family,14
TAYLOR ST,Vacant,4
TAYLOR TE,Single-Family,3
TEARSEN ST,Vacant,1
TEBROC ST,Multi-Family (2 units),1
TEBROC ST,Multi-Family (3 units),1
TEBROC ST,Office,2
TEBROC ST,Single-Family,1
TEBROC ST,Vacant,1
TELEGRAPH ST,Multi-Family (2 units),11
TELEGRAPH ST,Multi-Family (3 units),5
TELEGRAPH ST,Multi-Family (4-6 units),1
TELEGRAPH ST,Single-Family,11
TELEGRAPH ST,Vacant,1
TEMPLE PL,Convention/Assembly,1
TEMPLE PL,Multi-Family (4-6 units),2
TEMPLE PL,Multi-Family (7-30 units),1
TEMPLE PL,Office,1
TEMPLE PL,Residential (Mixed-Use),2
TEMPLE ST,Multi-Family (2 units),22
TEMPLE ST,Multi-Family (3 units),4
TEMPLE ST,Multi-Family (4-6 units),6
TEMPLE ST,Multi-Family (7-30 units),4
TEMPLE ST,Office,1
TEMPLE ST,Retail,1
TEMPLE ST,Single-Family,100
TEMPLE ST,Vacant,5
TEMPLE TE,Single-Family,7
TEMPLETON WY,Multi-Family (7-30 units),1
TENEAN ST,Medical/Lab/Production,2
TENEAN ST,Vacant,5
TENEAN ST,Warehouse,5
TENNIS RD,Multi-Family (2 units),20
TENNIS RD,Multi-Family (3 units),1
TENNIS RD,Multi-Family (7-30 units),3
TENNIS RD,Office,1
TENNIS RD,Single-Family,9
TENNIS RD,Vacant,6
TENNYSON ST,Single-Family,25
TENNYSON ST,Vacant,1
TERAGRAM ST,Multi-Family (2 units),6
TERESA TE,Single-Family,4
TERMINAL ST,Fire/Police,1
TERMINAL ST,Garage,2
TERMINAL ST,Medical/Lab/Production,3
TERMINAL ST,Office,1
TERMINAL ST,Residential (Mixed-Use),1
TERMINAL ST,Vacant,11
TERMINAL ST,Warehouse,1
TERMINE AV,Multi-Family (2 units),1
TERRACE PL,Multi-Family (2 units),2
TERRACE ST,Convention/Assembly,1
TERRACE ST,Garage,1
TERRACE ST,Medical/Lab/Production,1
TERRACE ST,Multi-Family (3 units),4
TERRACE ST,Office,4
TERRACE ST,Single-Family,2
TERRACE ST,Vacant,9
TERRACE ST,Warehouse,5
TESLA ST,Multi-Family (3 units),3
TESLA ST,Office,1
TETLOW ST,Convention/Assembly,1
TETLOW ST,Multi-Family (7-30 units),1
THACHER CT,Multi-Family (2 units),1
THACHER CT,Multi-Family (3 units),1
THACHER CT,Multi-Family (4-6 units),4
THACHER CT,Multi-Family (7-30 units),1
THACHER CT,Single-Family,1
THACHER CT,Vacant,4
THACHER ST,Multi-Family (3 units),1
THACHER ST,Multi-Family (4-6 units),4
THACHER ST,Multi-Family (7-30 units),2
THACHER ST,Residential (Mixed-Use),1
THANE ST,Multi-Family (2 units),2
THANE ST,Multi-Family (3 units),4
THANE ST,Multi-Family (4-6 units),1
THANE ST,School,1
THANE ST,Single-Family,6
THANE ST,Vacant,1
THATCHER ST,Multi-Family (2 units),12
THATCHER ST,Multi-Family (3 units),2
THATCHER ST,Single-Family,20
THATCHER ST,Vacant,5
THATCHER TE,Vacant,1
THELMA RD,Multi-Family (2 units),2
THELMA RD,Multi-Family (3 units),6
THEODORE A GLYNN WY,Medical/Lab/Production,1
THEODORE A GLYNN WY,Vacant,1
THEODORE PARKER RD,Multi-Family (2 units),6
THEODORE PARKER RD,Single-Family,24
THEODORE ST,Multi-Family (2 units),2
THEODORE ST,Multi-Family (3 units),14
THEODORE ST,Office,1
THEODORE ST,Single-Family,1
THEODORE ST,Vacant,3
THETFORD AV,Multi-Family (2 units),27
THETFORD AV,Multi-Family (3 units),15
THETFORD AV,Multi-Family (4-6 units),1
THETFORD AV,Single-Family,3
THETFORD AV,Vacant,3
THIRD AV,Office,1
THIRD AV,Vacant,1
THIRD STREET PL,Single-Family,1
THIRTEENTH ST,Garage,1
THIRTEENTH ST,Medical/Lab/Production,2
THIRTEENTH ST,Office,3
THIRTEENTH ST,Retail,1
THIRTEENTH ST,Vacant,4
THIRTY FOOT ,Vacant,1
THIRTY FT ST ZZ ,Vacant,1
THOMAS PK,Multi-Family (2 units),8
THOMAS PK,Multi-Family (3 units),11
THOMAS PK,Single-Family,12
THOMAS PK,Vacant,2
THOMAS ST,Multi-Family (2 units),3
THOMAS ST,Office,1
THOMAS ST,Single-Family,5
THOMAS ST,Vacant,1
THOMPSON PL,Office,2
THOMPSON SQ,Office,1
THOMPSON SQ,Retail,1
THOMPSON ST,Multi-Family (2 units),4
THOMPSON ST,Multi-Family (3 units),1
THOMPSON ST,Office,6
THOMPSON ST,Single-Family,49
THOMPSON ST,Vacant,6
THOMSON PL,Office,1
THOMSON PL,Vacant,1
THORN ST,Multi-Family (7-30 units),2
THORNDIKE ST,Convention/Assembly,1
THORNDIKE ST,Multi-Family (3 units),1
THORNDIKE ST,Vacant,3
THORNDIKE ST,Warehouse,1
THORNLEY ST,Multi-Family (2 units),5
THORNLEY ST,Multi-Family (3 units),5
THORNLEY ST,Single-Family,13
THORNTON PL,Multi-Family (2 units),2
THORNTON PL,Single-Family,2
THORNTON PL,Vacant,2
THORNTON ST,Multi-Family (2 units),15
THORNTON ST,Multi-Family (3 units),12
THORNTON ST,Multi-Family (4-6 units),2
THORNTON ST,Office,1
THORNTON ST,Single-Family,11
THORNTON ST,Vacant,9
THORNTON TE,Single-Family,1
THRUSH ST,Office,1
THRUSH ST,Single-Family,6
THRUSH ST,Vacant,2
THURLOW ST,Multi-Family (2 units),3
THURLOW ST,Single-Family,7
THURSTON ST,Multi-Family (2 units),5
THURSTON ST,Multi-Family (3 units),4
THURSTON ST,Single-Family,12
THURSTON ST,Vacant,12
THWING ST,Multi-Family (2 units),3
THWING ST,Office,1
THWING ST,Single-Family,8
TICKNOR ST,Multi-Family (3 units),11
TIDE ST,Office,1
TIDE ST,Vacant,1
TILESBORO ST,Multi-Family (2 units),3
TILESBORO ST,Single-Family,6
TILESTON PL,Single-Family,1
TILESTON ST,Multi-Family (2 units),4
TILESTON ST,Multi-Family (3 units),2
TILESTON ST,Multi-Family (4-6 units),8
TILESTON ST,Multi-Family (7-30 units),3
TILESTON ST,Office,3
TILESTON ST,Single-Family,8
TILESTON ST,Vacant,4
TILMAN ST,Single-Family,5
TINA AV,Multi-Family (2 units),1
TINA AV,Single-Family,9
TINA AV,Vacant,3
TIP TOP ST,Multi-Family (2 units),7
TIP TOP ST,Single-Family,4
TIVERTON RD,Multi-Family (2 units),4
TIVERTON RD,Single-Family,8
TOBIN BRIDGE ,Vacant,1
TOBIN RD,Single-Family,16
TOBIN RD,Vacant,1
TOLEDO TE,Multi-Family (2 units),1
TOLEDO TE,Multi-Family (3 units),2
TOLEDO TE,Single-Family,1
TOLMAN ST,Multi-Family (2 units),8
TOLMAN ST,Multi-Family (3 units),6
TOLMAN ST,Retail,1
TOLMAN ST,Single-Family,4
TOLMAN ST,Vacant,2
TONAWANDA ST,Multi-Family (2 units),50
TONAWANDA ST,Multi-Family (3 units),3
TONAWANDA ST,Single-Family,6
TONAWANDA ST,Vacant,1
TOPALIAN ST,Garage,1
TOPALIAN ST,Multi-Family (4-6 units),1
TOPALIAN ST,Single-Family,2
TOPALIAN ST,Vacant,2
TOPALIAN ST,Warehouse,2
TOPEKA ST,Garage,1
TOPEKA ST,Office,1
TOPEKA ST,Vacant,5
TOPEKA ST,Warehouse,1
TOPLIFF ST,Multi-Family (2 units),7
TOPLIFF ST,Multi-Family (3 units),33
TOPLIFF ST,Restaurant,1
TOPLIFF ST,Single-Family,2
TOPLIFF ST,Vacant,2
TORPIE ST,Multi-Family (3 units),2
TORPIE ST,Vacant,2
TORREY ST,Garage,2
TORREY ST,Multi-Family (2 units),2
TORREY ST,Multi-Family (3 units),11
TORREY ST,Office,1
TORREY ST,Single-Family,3
TORREY ST,Vacant,5
TORREY ST,Warehouse,1
TOVAR ST,Multi-Family (2 units),1
TOVAR ST,Multi-Family (3 units),5
TOVAR ST,Vacant,1
TOWER ST,Garage,1
TOWER ST,Multi-Family (2 units),8
TOWER ST,Multi-Family (3 units),22
TOWER ST,Single-Family,4
TOWER ST,Vacant,4
TOWNSEND ST,Medical/Lab/Production,2
TOWNSEND ST,Multi-Family (2 units),10
TOWNSEND ST,Multi-Family (3 units),8
TOWNSEND ST,Multi-Family (4-6 units),5
TOWNSEND ST,Office,2
TOWNSEND ST,School,4
TOWNSEND ST,Single-Family,5
TOWNSEND ST,Vacant,2
TOWNSEND ST,Worship,1
TRACTON AV,Multi-Family (2 units),2
TRACTON AV,Single-Family,1
TRACTON AV,Vacant,1
TRAIN ST,Multi-Family (2 units),27
TRAIN ST,Multi-Family (3 units),18
TRAIN ST,Single-Family,24
TRAIN ST,Vacant,2
TRANSIT ST,Multi-Family (3 units),2
TRAPELO ST,Multi-Family (2 units),13
TRAPELO ST,Multi-Family (3 units),1
TRAPELO ST,Single-Family,2
TRAVELER ST,Garage,1
TRAVELER ST,Residential (Mixed-Use),1
TRAVELER ST,Warehouse,1
TRAVIS ST,Medical/Lab/Production,1
TRAVIS ST,Office,1
TREADWAY RD,Multi-Family (2 units),2
TREADWAY RD,Multi-Family (3 units),6
TREADWAY RD,Single-Family,5
TRELAWNEY RD,Single-Family,1
TREMLETT ST,Multi-Family (2 units),10
TREMLETT ST,Multi-Family (4-6 units),1
TREMLETT ST,Single-Family,21
TREMLETT ST,Vacant,3
TREMONT PL,Vacant,2
TREMONT ST,Convention/Assembly,8
TREMONT ST,Fire/Police,1
TREMONT ST,Garage,3
TREMONT ST,Hotel,4
TREMONT ST,Medical/Lab/Production,1
TREMONT ST,Multi-Family (2 units),10
TREMONT ST,Multi-Family (3 units),26
TREMONT ST,Multi-Family (31-99 units),3
TREMONT ST,Multi-Family (4-6 units),42
TREMONT ST,Multi-Family (7-30 units),19
TREMONT ST,Multi-Family (>= 100 units),2
TREMONT ST,Office,23
TREMONT ST,Residential (Mixed-Use),47
TREMONT ST,Restaurant,5
TREMONT ST,Retail,13
TREMONT ST,School,2
TREMONT ST,Single-Family,24
TREMONT ST,Vacant,25
TRENT ST,Multi-Family (3 units),3
TRENTON ST,Multi-Family (2 units),44
TRENTON ST,Multi-Family (3 units),68
TRENTON ST,Multi-Family (4-6 units),7
TRENTON ST,Residential (Mixed-Use),1
TRENTON ST,Retail,1
TRENTON ST,School,1
TRENTON ST,Single-Family,16
TRENTON ST,Vacant,2
TRENTON ST,Warehouse,2
TRESCOTT ST,Multi-Family (2 units),1
TRESCOTT ST,Multi-Family (3 units),4
TRESCOTT ST,Single-Family,3
TRIDENT ST,Retail,1
TRILLING WY,Office,1
TRILLING WY,Vacant,1
TRINITY PL,Garage,2
TRINITY TE,Residential (Mixed-Use),3
TRULL ST,Multi-Family (2 units),4
TRULL ST,Multi-Family (3 units),5
TRULL ST,Multi-Family (4-6 units),2
TRULL ST,Multi-Family (7-30 units),1
TRULL ST,Office,1
TRULL ST,Single-Family,3
TRULL ST,Vacant,2
TRUMAN HW,Convention/Assembly,1
TRUMAN HW,Multi-Family (2 units),12
TRUMAN HW,Multi-Family (3 units),7
TRUMAN HW,Multi-Family (31-99 units),1
TRUMAN HW,Multi-Family (4-6 units),2
TRUMAN HW,Multi-Family (7-30 units),2
TRUMAN HW,Office,7
TRUMAN HW,Retail,4
TRUMAN HW,Single-Family,44
TRUMAN HW,Supermarket,1
TRUMAN HW,Vacant,9
TRUMAN PW,Multi-Family (3 units),1
TRUMAN PW,Single-Family,1
TUCKER ST,Multi-Family (2 units),1
TUCKER ST,Office,1
TUCKER ST,Vacant,6
TUCKERMAN ST,Multi-Family (2 units),3
TUCKERMAN ST,Multi-Family (3 units),1
TUCKERMAN ST,Single-Family,1
TUCKERMAN ST,Vacant,1
TUDOR ST,Garage,3
TUDOR ST,Multi-Family (3 units),1
TUDOR ST,Single-Family,15
TUDOR ST,Vacant,8
TUDOR ST,Warehouse,1
TUFTS ST,Worship,1
TUPELO ST,Multi-Family (2 units),1
TUPELO ST,Multi-Family (3 units),1
TUPELO ST,Multi-Family (4-6 units),1
TUPELO ST,Single-Family,5
TUPELO ST,Vacant,1
TURNER ST,Multi-Family (2 units),13
TURNER ST,Multi-Family (3 units),15
TURNER ST,Single-Family,4
TURTLE POND PW,Multi-Family (2 units),1
TURTLE POND PW,Single-Family,47
TURTLE POND PW,Vacant,10
TUTTLE ST,Multi-Family (2 units),9
TUTTLE ST,Multi-Family (3 units),2
TUTTLE ST,Single-Family,15
TYLER ST,Convention/Assembly,3
TYLER ST,Garage,4
TYLER ST,Multi-Family (2 units),11
TYLER ST,Multi-Family (3 units),1
TYLER ST,Multi-Family (4-6 units),11
TYLER ST,Multi-Family (7-30 units),1
TYLER ST,Office,7
TYLER ST,Restaurant,3
TYLER ST,Single-Family,16
TYLER ST,Vacant,2
TYNDALE ST,Multi-Family (2 units),12
TYNDALE ST,Single-Family,49
TYNDALE ST,Vacant,1
UFFORD ST,Multi-Family (2 units),2
UFFORD ST,Office,1
UFFORD ST,Vacant,1
UNDINE RD,Medical/Lab/Production,1
UNDINE RD,Multi-Family (2 units),14
UNDINE RD,Office,2
UNDINE RD,Single-Family,17
UNDINE RD,Vacant,1
UNION AV,Multi-Family (2 units),5
UNION AV,Multi-Family (3 units),4
UNION AV,Residential (Mixed-Use),2
UNION AV,Single-Family,13
UNION AV,Vacant,8
UNION PARK ST,Multi-Family (3 units),2
UNION PARK ST,Multi-Family (4-6 units),12
UNION PARK ST,Multi-Family (7-30 units),1
UNION PARK ST,Office,2
UNION PK,Multi-Family (2 units),1
UNION PK,Multi-Family (3 units),3
UNION PK,Multi-Family (4-6 units),14
UNION PK,Single-Family,7
UNION ST,Multi-Family (2 units),12
UNION ST,Multi-Family (3 units),14
UNION ST,Multi-Family (4-6 units),3
UNION ST,Multi-Family (7-30 units),1
UNION ST,Office,2
UNION ST,Restaurant,2
UNION ST,Single-Family,18
UNION ST,Vacant,7
UNITY CT,Multi-Family (2 units),1
UNITY CT,Single-Family,2
UNITY CT,Vacant,1
UNITY ST,Multi-Family (2 units),1
UNITY ST,Multi-Family (3 units),4
UNITY ST,Multi-Family (4-6 units),4
UNITY ST,Multi-Family (7-30 units),1
UNIVERSITY RD,Convention/Assembly,1
UPCREST RD,Multi-Family (2 units),5
UPCREST RD,Multi-Family (3 units),2
UPCREST RD,Single-Family,6
UPHAM AV,Multi-Family (2 units),2
UPHAM AV,Multi-Family (3 units),3
UPHAM AV,Single-Family,1
UPHAM CT,Vacant,2
UPLAND AV,Multi-Family (2 units),5
UPLAND AV,Single-Family,9
UPLAND AV,Vacant,1
UPTON ST,Multi-Family (2 units),2
UPTON ST,Multi-Family (4-6 units),5
UPTON ST,Office,2
UPTON ST,Residential (Mixed-Use),1
UPTON ST,Single-Family,3
UPTON ST,Vacant,5
UTICA ST,Garage,2
VALE ST,Multi-Family (2 units),1
VALE ST,Multi-Family (3 units),1
VALE ST,Office,3
VALE ST,Single-Family,8
VALE ST,Vacant,3
VALENCIA RD,Single-Family,7
VALENTINE ST,Multi-Family (4-6 units),1
VALENTINE ST,Office,1
VALENTINE ST,Residential (Mixed-Use),1
VALENTINE ST,Restaurant,1
VALENTINE ST,Single-Family,2
VALENTINE ST,Vacant,1
VALLARO RD,Multi-Family (2 units),5
VALLARO RD,Single-Family,13
VALLARO RD,Vacant,1
VALLEY RD,Single-Family,23
VALLEY RD,Vacant,1
VAN BRUNT ,Single-Family,3
VAN BRUNT ST,Single-Family,18
VAN NESS ST,Garage,2
VAN WINKLE ST,Multi-Family (2 units),6
VAN WINKLE ST,Multi-Family (3 units),5
VAN WINKLE ST,Multi-Family (4-6 units),1
VAN WINKLE ST,Single-Family,9
VAN WINKLE ST,Vacant,1
VANCOUVER ST,Convention/Assembly,4
VANCOUVER ST,Multi-Family (3 units),1
VANCOUVER ST,Residential (Mixed-Use),1
VANDERBILT AV,Single-Family,5
VANDERBILT AV,Vacant,5
VARICK RD,Multi-Family (2 units),1
VARICK RD,Single-Family,8
VARNEY ST,Multi-Family (2 units),1
VARNEY ST,Single-Family,4
VARNEY ST,Vacant,1
VASSAR ST,Multi-Family (2 units),7
VASSAR ST,Multi-Family (3 units),12
VASSAR ST,Single-Family,2
VAUGHAN AV,Convention/Assembly,1
VAUGHAN AV,Multi-Family (2 units),10
VAUGHAN AV,Single-Family,1
VAUGHAN AV,Vacant,10
VAUGHAN AV,Warehouse,1
VENDEN PL,Multi-Family (3 units),1
VENICE ST,Vacant,2
VENTURA ST,Multi-Family (2 units),6
VENTURA ST,Single-Family,3
VENTURA ST,Vacant,1
VERA ST,Multi-Family (2 units),9
VERDUN ST,Multi-Family (2 units),4
VERDUN ST,Multi-Family (3 units),4
VERDUN ST,Single-Family,2
VERDUN ST,Vacant,1
VERMONT ST,Multi-Family (2 units),10
VERMONT ST,Single-Family,78
VERMONT ST,Vacant,4
VERNDALE ST,Single-Family,4
VERNON ST,Convention/Assembly,5
VERNON ST,Office,6
VERNON ST,Single-Family,17
VERNON ST,Vacant,6
VERNON ST,Worship,1
VERONA ST,Multi-Family (4-6 units),2
VERONA ST,Vacant,1
VERRILL ST,Multi-Family (3 units),9
VERRILL ST,Multi-Family (4-6 units),2
VERRILL ST,Vacant,1
VERSHIRE ST,Multi-Family (2 units),3
VERSHIRE ST,Multi-Family (3 units),3
VERSHIRE ST,Single-Family,10
VERSHIRE ST,Vacant,1
VESPER ST,Single-Family,1
VESTA RD,Multi-Family (2 units),1
VESTA RD,Multi-Family (3 units),16
VESTA RD,Vacant,3
VFW PW,Convention/Assembly,1
VFW PW,Garage,8
VFW PW,Medical/Lab/Production,2
VFW PW,Multi-Family (2 units),11
VFW PW,Multi-Family (31-99 units),1
VFW PW,Multi-Family (7-30 units),2
VFW PW,Office,6
VFW PW,Restaurant,7
VFW PW,Retail,19
VFW PW,School,1
VFW PW,Single-Family,81
VFW PW,Vacant,25
VFW PW,Warehouse,2
VICKSBURG ST,Vacant,1
VICTOR ST,Single-Family,1
VICTOR ST,Vacant,3
VICTORIA HEIGHTS RD,Vacant,1
VICTORIA ST,Multi-Family (2 units),4
VICTORIA ST,Multi-Family (3 units),6
VICTORIA ST,Single-Family,10
VICTORY RD,Convention/Assembly,1
VICTORY RD,Garage,2
VICTORY RD,Multi-Family (2 units),3
VICTORY RD,Multi-Family (3 units),9
VICTORY RD,Multi-Family (31-99 units),1
VICTORY RD,Office,2
VICTORY RD,Residential (Mixed-Use),1
VICTORY RD,Retail,2
VICTORY RD,Single-Family,4
VICTORY RD,Vacant,2
VICTORY RD,Warehouse,1
VICTORY RD,Worship,1
VIENNA ST,Office,3
VIEW SOUTH AV,Multi-Family (3 units),1
VIKING ST,Multi-Family (2 units),4
VIKING ST,Multi-Family (3 units),1
VIKING ST,Single-Family,2
VIKING TE,Office,1
VIKING TE,Single-Family,5
VINAL ST,Multi-Family (31-99 units),1
VINAL ST,Multi-Family (7-30 units),2
VINCENT RD,Single-Family,21
VINE AV,Multi-Family (7-30 units),1
VINE AV,Vacant,1
VINE ST,Fire/Police,1
VINE ST,Multi-Family (3 units),5
VINE ST,Office,3
VINE ST,Retail,1
VINE ST,Vacant,4
VINELAND ST,Garage,3
VINELAND ST,Multi-Family (2 units),3
VINELAND ST,Multi-Family (3 units),3
VINELAND ST,Multi-Family (4-6 units),1
VINELAND ST,Residential (Mixed-Use),1
VINELAND ST,Single-Family,1
VINELAND ST,Vacant,4
VINELAND ST,Warehouse,1
VINING ST,Vacant,1
VINSON ST,Multi-Family (2 units),5
VINSON ST,Multi-Family (3 units),2
VINSON ST,Single-Family,14
VINTON ST,Multi-Family (2 units),3
VINTON ST,Multi-Family (3 units),8
VINTON ST,Multi-Family (4-6 units),1
VINTON ST,Single-Family,3
VINTON ST,Vacant,1
VIOLANTE ST,Multi-Family (2 units),4
VIOLANTE ST,Multi-Family (3 units),1
VIOLANTE ST,Office,1
VIOLANTE ST,Single-Family,3
VIOLET ST,Office,2
VIOLET ST,Single-Family,25
VIOLET ST,Vacant,2
VIRGIL RD,Multi-Family (2 units),4
VIRGIL RD,Single-Family,5
VIRGINIA ST,Convention/Assembly,1
VIRGINIA ST,Multi-Family (2 units),11
VIRGINIA ST,Multi-Family (3 units),1
VIRGINIA ST,Office,1
VIRGINIA ST,Single-Family,16
VIRGINIA ST,Vacant,1
VIRGINIA ST,Warehouse,1
VISTA ST,Multi-Family (2 units),2
VISTA ST,Single-Family,15
VOGEL ST,Multi-Family (2 units),1
VOGEL ST,Single-Family,50
VOGEL ST,Vacant,2
VON HILLERN ST,Vacant,2
VON HILLERN ST,Warehouse,4
VOSE AV,Multi-Family (2 units),3
VOSE AV,Single-Family,7
VOSE AV,Vacant,2
W BELLFLOWER ST,Multi-Family (2 units),1
W BELLFLOWER ST,Multi-Family (3 units),4
W BELLFLOWER ST,Vacant,1
W BELLFLOWER ST,Warehouse,2
W BOUNDARY RD,Multi-Family (2 units),1
W BOUNDARY RD,School,1
W BOUNDARY RD,Single-Family,1
W BOUNDARY RD,Vacant,6
W BROADWAY ,Convention/Assembly,5
W BROADWAY ,Fire/Police,1
W BROADWAY ,Garage,3
W BROADWAY ,Hotel,1
W BROADWAY ,Multi-Family (4-6 units),13
W BROADWAY ,Multi-Family (7-30 units),8
W BROADWAY ,Office,10
W BROADWAY ,Residential (Mixed-Use),28
W BROADWAY ,Restaurant,3
W BROADWAY ,Retail,9
W BROADWAY ,Supermarket,1
W BROADWAY ,Vacant,15
W BROADWAY ST,Multi-Family (31-99 units),1
W BROADWAY ST,Multi-Family (4-6 units),1
W BROOKLINE ST,Multi-Family (2 units),7
W BROOKLINE ST,Multi-Family (3 units),3
W BROOKLINE ST,Multi-Family (4-6 units),2
W BROOKLINE ST,Multi-Family (7-30 units),1
W BROOKLINE ST,Office,1
W BROOKLINE ST,Residential (Mixed-Use),2
W BROOKLINE ST,Single-Family,22
W CANTON ST,Multi-Family (2 units),8
W CANTON ST,Multi-Family (3 units),3
W CANTON ST,Multi-Family (7-30 units),1
W CANTON ST,Residential (Mixed-Use),2
W CANTON ST,Single-Family,29
W CEDAR ST,Multi-Family (2 units),4
W CEDAR ST,Multi-Family (3 units),1
W CEDAR ST,Multi-Family (4-6 units),12
W CEDAR ST,Multi-Family (7-30 units),9
W CEDAR ST,Office,1
W CEDAR ST,Single-Family,44
W CONCORD ST,Multi-Family (2 units),3
W CONCORD ST,Multi-Family (3 units),2
W CONCORD ST,Multi-Family (4-6 units),18
W CONCORD ST,Residential (Mixed-Use),4
W CONCORD ST,Single-Family,5
W CONCORD ST,Vacant,2
W COTTAGE ST,Multi-Family (2 units),10
W COTTAGE ST,Multi-Family (3 units),14
W COTTAGE ST,Multi-Family (4-6 units),7
W COTTAGE ST,Multi-Family (>= 100 units),2
W COTTAGE ST,Office,2
W COTTAGE ST,Single-Family,4
W COTTAGE ST,Vacant,16
W DEDHAM ST,Multi-Family (>= 100 units),1
W DEDHAM ST,Residential (Mixed-Use),1
W EAGLE ST,Multi-Family (2 units),12
W EAGLE ST,Multi-Family (3 units),33
W EAGLE ST,Multi-Family (4-6 units),1
W EAGLE ST,Single-Family,5
W EAGLE ST,Vacant,1
W EIGHTH ST,Multi-Family (2 units),7
W EIGHTH ST,Multi-Family (3 units),12
W EIGHTH ST,Office,4
W EIGHTH ST,Single-Family,19
W EIGHTH ST,Vacant,13
W FIFTH ST,Multi-Family (2 units),15
W FIFTH ST,Multi-Family (3 units),15
W FIFTH ST,Multi-Family (4-6 units),2
W FIFTH ST,Office,1
W FIFTH ST,Residential (Mixed-Use),2
W FIFTH ST,Single-Family,20
W FIFTH ST,Vacant,8
W FIFTH ST,Warehouse,2
W FIRST ST,Garage,1
W FIRST ST,Medical/Lab/Production,2
W FIRST ST,Multi-Family (31-99 units),1
W FIRST ST,Office,2
W FIRST ST,Vacant,8
W FIRST ST,Warehouse,10
W FOURTH ST,Garage,1
W FOURTH ST,Multi-Family (2 units),16
W FOURTH ST,Multi-Family (3 units),12
W FOURTH ST,Multi-Family (4-6 units),2
